3200	1.144
4200	1.144
4585.365854	1.382
4970.731707	1.498
5356.097561	1.864
5741.463415	1.864
6126.829268	1.857
6512.195122	1.957
6897.560976	1.955
7282.926829	1.941
7668.292683	1.937
8053.658537	1.839
8439.02439	1.804
8824.390244	1.778
9209.756098	1.789
9595.121951	1.779
9980.487805	1.767
10365.85366	1.768
10751.21951	1.736
11136.58537	1.732
11521.95122	1.719
11907.31707	1.731
12292.68293	1.729
12678.04878	1.726
13063.41463	1.734
13448.78049	1.746
13834.14634	1.756
14219.5122	1.762
14604.87805	1.800
14990.2439	1.810
15375.60976	1.826
15760.97561	1.861
16146.34146	1.869
16531.70732	1.877
16917.07317	1.873
17302.43902	1.915
17687.80488	1.960
18073.17073	1.955
18458.53659	1.938
18843.90244	1.959
19229.26829	1.952
19614.63415	1.975
20000	1.943
30000	1.943
