0.0000	0
7500.0000	0
7558.5366	0.580772407
7617.0732	1.393462594
7675.6098	1.393137263
7734.1463	2.205304137
7792.6829	2.204507448
7851.2195	2.644797234
7909.7561	2.644023602
7968.2927	2.643459844
8026.8293	2.567135226
8085.3659	2.566253777
8143.9024	2.56520483
8202.4390	2.564094417
8260.9756	2.563207676
8319.5122	2.562250874
8378.0488	2.560898857
8436.5854	2.559541154
8495.1220	2.558746836
8553.6585	2.59675925
8612.1951	2.596067136
8670.7317	2.595493362
8729.2683	2.594379605
8787.8049	2.59356999
8846.3415	2.592826022
8904.8780	2.591973279
8963.4146	2.590894706
9021.9512	2.684746315
9080.4878	2.684200012
9139.0244	2.683830189
9197.5610	2.683350685
9256.0976	2.682717835
9314.6341	2.681806774
9373.1707	2.68111811
9431.7073	2.680317554
9490.2439	2.679696403
9548.7805	2.696914907
9607.3171	2.523246517
9665.8537	2.522877925
9724.3902	1.878804556
9782.9268	1.878494378
9841.4634	1.234602274
9900.0000	1.234420194
10000.0000	0
100000.0000	0
