4000    1.2
6000	1.671412347
6341.463415	1.684000112
6682.926829	1.685434491
7024.390244	1.670245311
7365.853659	1.602145139
7707.317073	1.559315549
8048.780488	1.536415452
8390.243902	1.506322831
8731.707317	1.487789115
9073.170732	1.466968312
9414.634146	1.450826441
9756.097561	1.441985516
10097.56098	1.441494032
10439.02439	1.459904689
10780.4878	1.481508448
11121.95122	1.509182066
11463.41463	1.546526075
11804.87805	1.580234729
12146.34146	1.612481532
12487.80488	1.652697548
12829.26829	1.689391665
13170.73171	1.722847925
13512.19512	1.763694136
13853.65854	1.800671292
14195.12195	1.829293567
14536.58537	1.879962958
14878.04878	1.911855402
15219.5122	1.940154315
15560.97561	1.973516397
15902.43902	1.994490255
16243.90244	2.022674766
16585.36585	2.037515751
16926.82927	2.055252503
17268.29268	2.069003952
17609.7561	2.082754981
17951.21951	2.094071033
18292.68293	2.084937537
18634.14634	2.073871921
18975.60976	2.079842856
19317.07317	2.072876349
19658.53659	2.08749077
20000	1.735637413

