00.0000		0.000
8292.6829	0.000
8585.3659	0.000
8878.0488	0.000
9170.7317	0.230
9463.4146	2.058
9756.0976	2.436
10048.7805	2.439
10341.4634	2.439
10634.1463	2.396
10926.8293	2.396
11219.5122	2.382
11512.1951	2.349
11804.8780	2.350
12097.5610	2.333
12390.2439	2.335
12682.9268	2.315
12975.6098	2.316
13268.2927	2.312
13560.9756	2.313
13853.6585	2.315
14146.3415	2.319
14439.0244	2.323
14731.7073	2.347
15024.3902	2.356
15317.0732	2.358
15609.7561	2.401
15902.4390	2.402
16195.1220	2.410
16487.8049	2.411
16780.4878	2.425
17073.1707	2.469
17365.8537	2.470
17658.5366	2.517
17951.2195	2.518
18243.9024	2.514
18536.5854	2.551
18829.2683	2.552
19121.9512	2.566
19414.6341	2.568
19707.3171	2.275
20000.0000	1.349
20001.0000	0
200001.0000	0

