0.0000	0.000
13500.0000	0.000
13621.9512	0.491
13743.9024	0.924
13865.8537	1.358
13987.8049	1.791
14109.7561	2.566
14231.7073	2.567
14353.6585	2.570
14475.6098	2.571
14597.5610	2.596
14719.5122	2.597
14841.4634	2.598
14963.4146	2.598
15085.3659	2.607
15207.3171	2.608
15329.2683	2.609
15451.2195	2.610
15573.1707	2.657
15695.1220	2.657
15817.0732	2.658
15939.0244	2.658
16060.9756	2.666
16182.9268	2.667
16304.8780	2.668
16426.8293	2.668
16548.7805	2.682
16670.7317	2.683
16792.6829	2.683
16914.6341	2.684
17036.5854	2.732
17158.5366	2.732
17280.4878	2.733
17402.4390	2.661
17524.3902	2.345
17646.3415	1.979
17768.2927	1.613
17890.2439	1.247
18012.1951	0.514
18134.1463	0.147
18256.0976	0.000
18378.0488	0.000
185000.0000	0.000
