0	0
9199	0
9200.0000	0.255
9280.4878	0.929
9360.9756	1.604
9441.4634	2.278
9521.9512	2.697
9602.4390	2.697
9682.9268	2.696
9763.4146	2.696
9843.9024	2.695
9924.3902	2.695
10004.8780	2.699
10085.3659	2.699
10165.8537	2.699
10246.3415	2.699
10326.8293	2.699
10407.3171	2.698
10487.8049	2.698
10568.2927	2.651
10648.7805	2.651
10729.2683	2.651
10809.7561	2.651
10890.2439	2.652
10970.7317	2.652
11051.2195	2.635
11131.7073	2.635
11212.1951	2.635
11292.6829	2.636
11373.1707	2.637
11453.6585	2.637
11534.1463	2.599
11614.6341	2.600
11695.1220	2.600
11775.6098	2.491
11856.0976	1.982
11936.5854	1.473
12017.0732	0.956
12097.5610	0.956
12178.0488	0.451
12258.5366	0.000
122580.5366	0.000
